Iteration,Hordes,RatsPerHorde,TotalRats,FPS,PhysicsFPS
0,10,24551,245510,21.45,10.00
0,10,24601,246010,21.29,10.00
0,10,24651,246510,21.10,10.00
0,10,24701,247010,21.03,10.00
0,10,24751,247510,20.86,10.00
0,10,24801,248010,20.70,10.00
0,10,24851,248510,20.95,10.00
0,10,24901,249010,20.55,10.00
0,10,24951,249510,20.78,10.00
0,10,25001,250010,20.82,10.00
0,10,25051,250510,20.52,10.00
0,10,25101,251010,20.34,10.00
0,10,25151,251510,20.20,10.00
0,10,25201,252010,20.66,10.00
0,10,25251,252510,20.08,10.00
0,10,25301,253010,20.18,10.00
0,10,25351,253510,20.01,10.00
0,10,25401,254010,19.85,10.00
0,10,25451,254510,20.09,10.00
0,10,25501,255010,19.68,10.00
0,10,25551,255510,19.96,10.00
0,10,25601,256010,19.74,10.00
0,10,25651,256510,19.32,10.00
0,10,25701,257010,19.40,10.00
0,10,25751,257510,19.65,10.00
0,10,25801,258010,19.51,10.00
0,10,25851,258510,19.34,10.00
0,10,25901,259010,18.91,10.00
0,10,25951,259510,19.22,10.00
0,10,26001,260010,19.45,10.00
0,10,26051,260510,18.82,10.00
0,10,26101,261010,18.91,10.00
0,10,26151,261510,18.73,10.00
0,10,26201,262010,18.90,10.00
0,10,26251,262510,18.81,10.00
0,10,26301,263010,18.84,10.00
0,10,26351,263510,18.37,10.00
0,10,26401,264010,18.29,10.00
0,10,26451,264510,18.53,10.00
0,10,26501,265010,18.12,10.00
0,10,26551,265510,18.26,10.00
0,10,26601,266010,18.06,10.00
0,10,26651,266510,18.05,10.00
0,10,26701,267010,18.15,10.00
0,10,26751,267510,18.00,10.00
0,10,26801,268010,17.58,10.00
0,10,26851,268510,17.91,10.00
0,10,26901,269010,18.14,10.00
0,10,26951,269510,17.58,10.00
0,10,27001,270010,17.70,10.00
0,10,27051,270510,17.54,10.00
0,10,27101,271010,17.72,10.00
0,10,27151,271510,17.65,10.00
0,10,27201,272010,17.69,10.00
0,10,27251,272510,17.10,10.00
0,10,27301,273010,17.34,10.00
0,10,27351,273510,17.30,10.00
0,10,27401,274010,17.12,10.00
0,10,27451,274510,17.05,10.00
0,10,27501,275010,17.29,10.00
0,10,27551,275510,16.89,10.00
0,10,27601,276010,17.04,10.00
0,10,27651,276510,16.87,10.00
0,10,27701,277010,16.75,10.00
0,10,27751,277510,16.87,10.00
0,10,27801,278010,16.72,10.00
0,10,27851,278510,16.96,10.00
0,10,27901,279010,16.81,10.00
0,10,27951,279510,16.76,10.00
0,10,28001,280010,16.81,10.00
0,10,28051,280510,16.51,10.00
0,10,28101,281010,16.67,10.00
0,10,28151,281510,16.71,10.00
0,10,28201,282010,16.55,10.00
0,10,28251,282510,16.40,10.00
0,10,28301,283010,16.86,10.00
0,10,28351,283510,16.53,10.00
0,10,28401,284010,16.47,10.00
0,10,28451,284510,16.56,10.00
0,10,28501,285010,16.40,10.00
0,10,28551,285510,16.22,10.00
0,10,28601,286010,16.49,10.00
0,10,28651,286510,16.30,10.00
0,10,28701,287010,16.44,10.00
0,10,28751,287510,16.06,10.00
0,10,28801,288010,15.90,10.00
0,10,28851,288510,16.40,10.00
0,10,28901,289010,16.19,10.00
0,10,28951,289510,15.99,10.00
0,10,29001,290010,16.11,10.00
0,10,29051,290510,15.91,10.00
0,10,29101,291010,16.04,10.00
0,10,29151,291510,16.14,10.00
0,10,29201,292010,15.79,10.00
0,10,29251,292510,15.92,10.00
0,10,29301,293010,16.03,10.00
0,10,29351,293510,15.67,10.00
0,10,29401,294010,15.96,10.00
0,10,29451,294510,15.99,10.00
0,10,29501,295010,15.41,10.00
0,10,29551,295510,15.54,10.00
0,10,29601,296010,15.67,10.00
0,10,29651,296510,15.52,10.00
0,10,29701,297010,15.65,10.00
0,10,29751,297510,15.76,10.00
0,10,29801,298010,15.61,10.00
0,10,29851,298510,15.70,10.00
0,10,29901,299010,15.74,10.00
0,10,29951,299510,15.16,10.00
0,10,30001,300010,15.28,10.00
0,10,30051,300510,15.64,10.00
0,10,30101,301010,15.28,10.00
0,10,30151,301510,15.20,10.00
0,10,30201,302010,15.33,10.00
0,10,30251,302510,15.52,10.00
0,10,30301,303010,15.67,10.00
0,10,30351,303510,15.10,10.00
0,10,30401,304010,15.11,10.00
0,10,30451,304510,15.24,10.00
0,10,30501,305010,15.08,10.00
0,10,30551,305510,15.18,10.00
0,10,30601,306010,15.31,10.00
0,10,30651,306510,14.95,10.00
0,10,30701,307010,15.29,10.00
0,10,30751,307510,15.44,10.00
0,10,30801,308010,14.88,10.00
0,10,30851,308510,14.71,10.00
0,10,30901,309010,15.21,10.00
0,10,30951,309510,14.86,10.00
0,10,31001,310010,14.78,10.00
0,10,31051,310510,14.91,10.00
0,10,31101,311010,15.11,10.00
0,10,31151,311510,15.26,10.00
0,10,31201,312010,15.26,10.00
0,10,31251,312510,15.06,10.00
0,10,31301,313010,15.21,10.00
0,10,31351,313510,14.65,10.00
0,10,31401,314010,14.49,10.00
0,10,31451,314510,15.00,10.00
0,10,31501,315010,14.84,10.00
0,10,31551,315510,14.56,10.00
0,10,31601,316010,14.70,10.00
0,10,31651,316510,14.74,10.00
0,10,31701,317010,15.06,10.00
0,10,31751,317510,14.71,10.00
0,10,31801,318010,14.53,10.00
0,10,31851,318510,14.67,10.00
0,10,31901,319010,14.49,10.00
0,10,31951,319510,14.64,10.00
0,10,32001,320010,14.64,10.00
